Date,Note,Amount,Cash Flow,Category,Month,Day,Year
2018-05-03,chocobar,20.0,Expense,Food & Beverage,5,3,2018
2018-05-03,M D sure 3kg atta,162.0,Expense,Food & Beverage,5,3,2018
2018-05-03,Supermart,1357.0,Expense,Household,5,3,2018
2018-05-03,Smart point,972.0,Expense,Household,5,3,2018
2018-05-03,blanket sewing,10.0,Expense,Other,5,3,2018
2018-04-03,Catering Service,130.0,Expense,Food & Beverage,4,3,2018
2018-03-03,Half lit  milk,36.0,Expense,Food & Beverage,3,3,2018
2018-02-03,chocobar,15.0,Expense,Food & Beverage,2,3,2018
2018-01-03,Domino's Pizza,189.0,Expense,Food & Beverage,1,3,2018
2018-01-03,6 eggs,36.0,Expense,Food & Beverage,1,3,2018
2018-02-28,Khari packet,45.0,Expense,Food & Beverage,2,28,2018
2018-02-28,Half lit Varna milk,36.0,Expense,Food & Beverage,2,28,2018
2018-02-28,onion 1 kg,30.0,Expense,Food & Beverage,2,28,2018
2018-02-28,potato 1kg,18.0,Expense,Food & Beverage,2,28,2018
2018-02-27,Idli pith 1kg,38.0,Expense,Household,2,27,2018
2018-02-27,5 chapati,30.0,Expense,Food & Beverage,2,27,2018
2018-02-26,1 lit ,73.0,Expense,Food & Beverage,2,26,2018
2018-02-26,Mirror repair,140.0,Expense,Household,2,26,2018
2018-02-26,First servicing,443.0,Expense,Transport,2,26,2018
2018-02-26,chaas,17.0,Expense,Food & Beverage,2,26,2018
2018-02-24,Flatbread 12 pcs,40.0,Expense,Food & Beverage,2,24,2018
2018-02-23,Refresh Tears Drop,128.0,Expense,Health & Grooming,2,23,2018
2018-02-23,1 packet,20.0,Expense,Food & Beverage,2,23,2018
2018-02-23,1 lit ,72.0,Expense,Food & Beverage,2,23,2018
2018-02-22,Permanent Residence - Tata Play recharge,157.0,Expense,Subscriptions & Utilities,2,22,2018
2018-02-22,Limca,20.0,Expense,Food & Beverage,2,22,2018
2018-02-22,onion 1 kg,20.0,Expense,Food & Beverage,2,22,2018
2018-02-22,Catering Service,192.0,Expense,Food & Beverage,2,22,2018
2018-02-20,Kitchen fan + installation+ repair,2600.0,Expense,Household,2,20,2018
2018-02-19,hair cut+shaving,170.0,Expense,Health & Grooming,2,19,2018
2018-02-19,1 lit ,72.0,Expense,Food & Beverage,2,19,2018
2018-02-19,2 kachori,24.0,Expense,Food & Beverage,2,19,2018
2018-02-17,BBQ,1783.0,Expense,Food & Beverage,2,17,2018
2018-02-17,Mall parking,20.0,Expense,Transport,2,17,2018
2018-02-17,5 chapati,30.0,Expense,Food & Beverage,2,17,2018
2018-02-16,banana chips,45.0,Expense,Food & Beverage,2,16,2018
2018-02-16,Khari packet,45.0,Expense,Food & Beverage,2,16,2018
2018-02-16,1 lit ,72.0,Expense,Food & Beverage,2,16,2018
2018-02-15,chocobar,35.0,Expense,Food & Beverage,2,15,2018
2018-02-15,Half kg tomato + methi 1 judi,30.0,Expense,Food & Beverage,2,15,2018
2018-02-15,Supermart,117.0,Expense,Household,2,15,2018
2018-02-14,1 chicken shawarma,60.0,Expense,Food & Beverage,2,14,2018
2018-02-13,potato 1kg,25.0,Expense,Food & Beverage,2,13,2018
2018-02-13,Bread,35.0,Expense,Food & Beverage,2,13,2018
2018-02-13,Amul cheese,72.0,Expense,Food & Beverage,2,13,2018
2018-02-13,1 lit ,72.0,Expense,Food & Beverage,2,13,2018
2018-12-02,6 eggs,36.0,Expense,Food & Beverage,12,2,2018
2018-12-02,3 packets,30.0,Expense,Food & Beverage,12,2,2018
2018-12-02,M D sure 3kg atta,162.0,Expense,Food & Beverage,12,2,2018
2018-11-02,2 Place 0 to Current Residence,30.0,Expense,Transport,11,2,2018
2018-11-02,pav Bhaji,235.0,Expense,Food & Beverage,11,2,2018
2018-11-02,Vadapav,15.0,Expense,Food & Beverage,11,2,2018
2018-11-02,Place 0 to Place 3 returns,40.0,Expense,Transport,11,2,2018
2018-11-02,Current Residence to Place 0,15.0,Expense,Transport,11,2,2018
2018-10-02,1 lit ,69.0,Expense,Food & Beverage,10,2,2018
2018-09-02,clothes ironing,98.0,Expense,Shopping & Lifestyle,9,2,2018
2018-08-02,Shev Puri,35.0,Expense,Food & Beverage,8,2,2018
2018-08-02,onion 1 kg,25.0,Expense,Food & Beverage,8,2,2018
2018-08-02,1 lit ,69.0,Expense,Food & Beverage,8,2,2018
2018-06-02,2 PVR Place 6,312.0,Expense,Shopping & Lifestyle,6,2,2018
2018-05-02,Raw chicken half kg,220.0,Expense,Food & Beverage,5,2,2018
2018-05-02,Khari packet,45.0,Expense,Food & Beverage,5,2,2018
2018-05-02,1 packet,69.0,Expense,Food & Beverage,5,2,2018
2018-04-02,Domino's Pizza,452.0,Expense,Food & Beverage,4,2,2018
2018-04-02,Catering Service,50.0,Expense,Food & Beverage,4,2,2018
2018-04-02,Half lit  milk,35.0,Expense,Food & Beverage,4,2,2018
2018-03-02,chocobar,10.0,Expense,Food & Beverage,3,2,2018
2018-03-02,Place 2 to Place 1 - Shree Sharma Travels,945.0,Expense,Transport,3,2,2018
2018-02-02,Catering Service,82.0,Expense,Food & Beverage,2,2,2018
2018-01-02,8 bananas,30.0,Expense,Food & Beverage,1,2,2018
2018-01-02,Half kg tomato,15.0,Expense,Food & Beverage,1,2,2018
2018-01-31,At restaurant,320.0,Expense,Food & Beverage,1,31,2018
2018-01-31,Parking sticker,50.0,Expense,Transport,1,31,2018
2018-01-31,1 lit ,69.0,Expense,Food & Beverage,1,31,2018
2018-01-30,Matchbox packet 10pcs,10.0,Expense,Household,1,30,2018
2018-01-30,Dahi 2 packets,20.0,Expense,Food & Beverage,1,30,2018
2018-01-29,Khari packet,45.0,Expense,Food & Beverage,1,29,2018
2018-01-29,6 eggs,42.0,Expense,Food & Beverage,1,29,2018
2018-01-29,1 lit ,69.0,Expense,Food & Beverage,1,29,2018
2018-01-28,2 kachori,24.0,Expense,Food & Beverage,1,28,2018
2018-01-28,Smart point,976.9,Expense,Household,1,28,2018
2018-01-28,Supermart,764.0,Expense,Household,1,28,2018
2018-01-27,Two Wheeler Bikedelux third installment,43000.0,Expense,Transport,1,27,2018
2018-01-26,Place 0 to Current Residence,15.0,Expense,Transport,1,26,2018
2018-01-26,Place 0 to Place 4 return,20.0,Expense,Transport,1,26,2018
2018-01-26,Pyjama (999)+ carry bag (10),1009.0,Expense,Shopping & Lifestyle,1,26,2018
2018-01-26,1 packet,20.0,Expense,Food & Beverage,1,26,2018
2018-01-26,1 lit ,69.0,Expense,Food & Beverage,1,26,2018
2018-01-26,potato 1kg,25.0,Expense,Food & Beverage,1,26,2018
2018-01-26,Idli pith 1kg,38.0,Expense,Household,1,26,2018
2018-01-25,Catering Service,70.0,Expense,Food & Beverage,1,25,2018
2018-01-24,Half lit  milk,35.0,Expense,Food & Beverage,1,24,2018
2018-01-23,Smart point,273.0,Expense,Household,1,23,2018
2018-01-22,2 kg Bajari,14.0,Expense,Food & Beverage,1,22,2018
2018-01-22,M D sure 3kg atta,162.0,Expense,Food & Beverage,1,22,2018
2018-01-22,Cough-sills 4 pcs + sinarest 3 pcs,30.0,Expense,Health & Grooming,1,22,2018
2018-01-22,1 lit ,69.0,Expense,Food & Beverage,1,22,2018
2018-01-21,Home Food Delivery,384.0,Expense,Food & Beverage,1,21,2018
2018-01-20,crack-jack 1 packi,10.0,Expense,Food & Beverage,1,20,2018
2018-01-20,Permanent Residence - Tata Play recharge,179.0,Expense,Subscriptions & Utilities,1,20,2018
2018-01-19,Flatbread 6 pcs,17.0,Expense,Food & Beverage,1,19,2018
2018-01-19,Amul butter,53.0,Expense,Household,1,19,2018
2018-01-19,Flatbread 6 pcs,20.0,Expense,Food & Beverage,1,19,2018
2018-01-19,Cakes,46.0,Expense,Household,1,19,2018
2018-01-18,Two Wheeler Bikedelux second installment,50000.0,Expense,Transport,1,18,2018
2018-01-18,Fresh veggie pizza,219.0,Expense,Food & Beverage,1,18,2018
2018-01-18,6 eggs,42.0,Expense,Food & Beverage,1,18,2018
2018-01-18,1 lit ,69.0,Expense,Food & Beverage,1,18,2018
2018-01-16,Bhagar 1kg 130 + idli pith 1kg 35,165.0,Expense,Household,1,16,2018
2018-01-16,1 lit ,69.0,Expense,Food & Beverage,1,16,2018
2018-01-16,Marathon,298.0,Expense,Shopping & Lifestyle,1,16,2018
2018-01-15,Chitale Srikhand,284.0,Expense,Food & Beverage,1,15,2018
2018-01-15,onion 1 kg + half kg potato,38.0,Expense,Food & Beverage,1,15,2018
2018-01-15,Place 0 to Place 3 returns,40.0,Expense,Transport,1,15,2018
2018-01-15,Uber auto: Place 4 Station to Current Residence society,266.0,Expense,Transport,1,15,2018
2018-01-14,Place 0 to Santacruz return,40.0,Expense,Transport,1,14,2018
2018-01-14,Vibrating electronic message tool,798.0,Expense,Household,1,14,2018
2018-01-14,station to Decathlon,20.0,Expense,Transport,1,14,2018
2018-01-14,Decathlon to station,25.0,Expense,Transport,1,14,2018
2018-01-14,Head band,199.0,Expense,Shopping & Lifestyle,1,14,2018
2018-01-14,Pali hill to Bandra station,23.0,Expense,Transport,1,14,2018
2018-01-14,mumbai University Kalina to Santacruz station,40.0,Expense,Transport,1,14,2018
2018-01-14,Current Residence to Place 0,15.0,Expense,Transport,1,14,2018
2018-01-13,Thyroid Tablets,740.0,Expense,Health & Grooming,1,13,2018
2018-01-13,clothes ironing,80.0,Expense,Shopping & Lifestyle,1,13,2018
2018-12-01,Smart point,226.0,Expense,Household,12,1,2018
2018-12-01,Family Thyroid Test,500.0,Expense,Health & Grooming,12,1,2018
2018-11-01,6 eggs,42.0,Expense,Food & Beverage,11,1,2018
2018-11-01,1 lit ,69.0,Expense,Food & Beverage,11,1,2018
2018-10-01,2 packets,40.0,Expense,Food & Beverage,10,1,2018
2018-09-01,Flatbread 12 pcs,34.0,Expense,Food & Beverage,9,1,2018
2018-09-01,1 lit ,69.0,Expense,Food & Beverage,9,1,2018
2018-08-01,Vadapav,20.0,Expense,Food & Beverage,8,1,2018
2018-08-01,Sony WI-C100 earphones wireless,1399.0,Expense,Household,8,1,2018
2018-08-01,M D sure 2kg atta,104.0,Expense,Food & Beverage,8,1,2018
2018-08-01,Harpik 1L,165.0,Expense,Household,8,1,2018
2018-07-01,2 cutting chai,20.0,Expense,Food & Beverage,7,1,2018
2018-07-01,Place 0 to Place 4 return,20.0,Expense,Transport,7,1,2018
2018-06-01,Idli pith 1kg,38.0,Expense,Household,6,1,2018
2018-06-01,5 litres can Distilled water,100.0,Expense,Household,6,1,2018
2018-06-01,2 cups,20.0,Expense,Food & Beverage,6,1,2018
2018-06-01,1 lit ,69.0,Expense,Food & Beverage,6,1,2018
2018-04-01,Cockroach injection,270.0,Expense,Household,4,1,2018
2018-04-01,Nandadip oil bottle,130.0,Expense,Household,4,1,2018
2018-04-01,Catering Service,70.0,Expense,Food & Beverage,4,1,2018
2018-04-01,Aadhar Address Change,50.0,Expense,Subscriptions & Utilities,4,1,2018
2018-03-01,Wok express + Domino's,681.0,Expense,Food & Beverage,3,1,2018
2018-03-01,Two Wheeler Bikedelux booking amount,1000.0,Expense,Transport,3,1,2018
2018-03-01,6 eggs,40.0,Expense,Food & Beverage,3,1,2018
2018-03-01,1 lit ,69.0,Expense,Food & Beverage,3,1,2018
2018-02-01,Supermart,1140.0,Expense,Household,2,1,2018
2018-02-01,Refresh Tears Drop,158.0,Expense,Health & Grooming,2,1,2018
2018-01-01,Amazon pay cashback 1017 + Rs.482,482.0,Expense,Subscriptions & Utilities,1,1,2018
2018-01-01,Raspberry dolly,15.0,Expense,Food & Beverage,1,1,2018
2018-01-01,Logitech mouse,599.0,Expense,Household,1,1,2018
2018-01-01,1 lit ,69.0,Expense,Food & Beverage,1,1,2018
2017-12-31,Flatbread 24 pcs,30.0,Expense,Food & Beverage,12,31,2017
2017-12-30,Dudhi 20 + mirchi 5,25.0,Expense,Food & Beverage,12,30,2017
2017-12-29,For utensils,450.0,Expense,Family & Gifts,12,29,2017
2017-12-29,3 pavwada,30.0,Expense,Food & Beverage,12,29,2017
2017-12-29,Data booster pack,181.0,Expense,Subscriptions & Utilities,12,29,2017
2017-12-28,Ginger,10.0,Expense,Food & Beverage,12,28,2017
2017-12-27,Tata salt 28+ 6 eggs 42,70.0,Expense,Food & Beverage,12,27,2017
2017-12-26,"ET Prime (1+1) till 24 Dec,2024",1749.0,Expense,Subscriptions & Utilities,12,26,2017
2017-12-25,Permanent Residence - Tata Play recharge,156.0,Expense,Subscriptions & Utilities,12,25,2017
2017-12-25,Data booster pack,181.0,Expense,Subscriptions & Utilities,12,25,2017
2017-12-25,Place 2 station to Permanent Residence,80.0,Expense,Transport,12,25,2017
2017-12-24,2 Current Residence to Place 0,30.0,Expense,Transport,12,24,2017
2017-12-24,Birthday gift,1364.0,Expense,Family & Gifts,12,24,2017
2017-12-24,Gupta bhel,25.0,Expense,Food & Beverage,12,24,2017
2017-12-24,Toothbrush (buy 2 get 1),100.0,Expense,Household,12,24,2017
2017-12-24,Half lit  milk,35.0,Expense,Food & Beverage,12,24,2017
2017-12-23,Birthday gift,798.0,Expense,Family & Gifts,12,23,2017
2017-12-22,Home Food Delivery,380.0,Expense,Food & Beverage,12,22,2017
2017-12-21,Vadapav,15.0,Expense,Food & Beverage,12,21,2017
2017-12-21,Surti kolam 2kg (54rsx2)+Monaco biscuits,118.0,Expense,Household,12,21,2017
2017-12-21,Catering Service,65.0,Expense,Food & Beverage,12,21,2017
2017-12-21,milk 1lit ,70.0,Expense,Food & Beverage,12,21,2017
2017-12-20,Catering Service,95.0,Expense,Food & Beverage,12,20,2017
2017-12-20,Renewal,28400.0,Expense,Subscriptions & Utilities,12,20,2017
2017-12-19,Chicken Frankie,45.0,Expense,Food & Beverage,12,19,2017
2017-12-19,Place 0 to WS return,10.0,Expense,Transport,12,19,2017
2017-12-19,milk 1lit ,69.0,Expense,Food & Beverage,12,19,2017
2017-12-18,undergarment single,312.0,Expense,Shopping & Lifestyle,12,18,2017
2017-12-17,At restaurant,505.0,Expense,Food & Beverage,12,17,2017
2017-12-17,within city,30.0,Expense,Transport,12,17,2017
2017-12-17,Dmart,878.0,Expense,Household,12,17,2017
2017-12-17,2 cutting chai,20.0,Expense,Food & Beverage,12,17,2017
2017-12-17,college to inorbit,25.0,Expense,Transport,12,17,2017
2017-12-17,Place 0 to Place 4 return,20.0,Expense,Transport,12,17,2017
2017-12-17,Current Residence to Place 0,15.0,Expense,Transport,12,17,2017
2017-12-16,milk 1lit ,69.0,Expense,Food & Beverage,12,16,2017
2017-12-15,Nosebud,10.0,Expense,Other,12,15,2017
2017-12-15,chocobar,15.0,Expense,Food & Beverage,12,15,2017
2017-12-14,Paneer + 1 kg onion,145.0,Expense,Food & Beverage,12,14,2017
2017-12-13,clothes ironing,98.0,Expense,Shopping & Lifestyle,12,13,2017
2017-12-13,milk 1lit ,69.0,Expense,Food & Beverage,12,13,2017
2017-12-12,6 eggs,40.0,Expense,Food & Beverage,12,12,2017
2017-12-12,Double chicken shwarma,100.0,Expense,Food & Beverage,12,12,2017
2017-12-12,Catering Service,80.0,Expense,Food & Beverage,12,12,2017
2017-10-12,Gupta bhel,25.0,Expense,Food & Beverage,10,12,2017
2017-10-12,Catering Service,65.0,Expense,Food & Beverage,10,12,2017
2017-09-12,Catering Service,85.0,Expense,Food & Beverage,9,12,2017
2017-08-12,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408.0,Expense,Food & Beverage,8,12,2017
2017-07-12,milk 1lit ,69.0,Expense,Food & Beverage,7,12,2017
2017-06-12,Catering Service,125.0,Expense,Food & Beverage,6,12,2017
2017-05-12,Current Residence - Tata Play recharge,100.0,Expense,Subscriptions & Utilities,5,12,2017
2017-04-12,Smart point,937.0,Expense,Household,4,12,2017
2017-04-12,Supermart,990.0,Expense,Household,4,12,2017
2017-04-12,Amul butter,50.0,Expense,Food & Beverage,4,12,2017
2017-04-12,milk 1lit ,69.0,Expense,Food & Beverage,4,12,2017
2017-03-12,Shev Puri,30.0,Expense,Food & Beverage,3,12,2017
2017-03-12,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,Food & Beverage,3,12,2017
2017-03-12,2 kg soil,20.0,Expense,Other,3,12,2017
2017-03-12,hair cut+shaving,160.0,Expense,Health & Grooming,3,12,2017
2017-02-12,chocobar,35.0,Expense,Food & Beverage,2,12,2017
2017-02-12,milk 1lit ,69.0,Expense,Food & Beverage,2,12,2017
2017-01-12,Catering Service ( 5 methi paranthe),125.0,Expense,Food & Beverage,1,12,2017
2017-01-12,1 lit ,69.0,Expense,Food & Beverage,1,12,2017
2017-11-30,5 Meftal spas,22.0,Expense,Health & Grooming,11,30,2017
2017-11-30,Glasses remaining,800.0,Expense,Health & Grooming,11,30,2017
2017-11-30,Family's Glasses,22700.0,Expense,Health & Grooming,11,30,2017
2017-11-30,Change,50.0,Expense,Family & Gifts,11,30,2017
2017-11-28,Sweet bread cake pav kg,90.0,Expense,Food & Beverage,11,28,2017
2017-11-28,6 eggs,42.0,Expense,Food & Beverage,11,28,2017
2017-11-28,Toast+ biscuits,115.0,Expense,Household,11,28,2017
2017-11-28,1 lit ,69.0,Expense,Food & Beverage,11,28,2017
2017-11-27,Glasses advance,1000.0,Expense,Health & Grooming,11,27,2017
2017-11-27,2 Place 0 to Current Residence,30.0,Expense,Transport,11,27,2017
2017-11-27,Place 6 station to  mall,30.0,Expense,Transport,11,27,2017
2017-11-27,1 Place 0 to Place 6,5.0,Expense,Transport,11,27,2017
2017-11-27,Sandals Hush puppies,2699.0,Expense,Shopping & Lifestyle,11,27,2017
2017-11-26,eye institute to Place 6 station,40.0,Expense,Transport,11,26,2017
2017-11-26,eye drop,159.0,Expense,Health & Grooming,11,26,2017
2017-11-26,Place 6 station to eye institute,40.0,Expense,Transport,11,26,2017
2017-11-26,"Routine checkup - eye institute, Place 6",400.0,Expense,Health & Grooming,11,26,2017
2017-11-26,1 Place 0 to Place 6 return,10.0,Expense,Transport,11,26,2017
2017-11-25,Permanent Residence - Tata Play recharge,156.0,Expense,Subscriptions & Utilities,11,25,2017
2017-11-25,1 lit ,69.0,Expense,Food & Beverage,11,25,2017
2017-11-25,clothes ironing : Rs 6 per item,90.0,Expense,Shopping & Lifestyle,11,25,2017
2017-11-25,Half kg tomato,10.0,Expense,Food & Beverage,11,25,2017
2017-11-24,2 PVR Place 6,314.0,Expense,Shopping & Lifestyle,11,24,2017
2017-11-23,Flatbread 8 pcs,23.0,Expense,Food & Beverage,11,23,2017
2017-11-23,Dahi + remaining balance,17.0,Expense,Food & Beverage,11,23,2017
2017-11-23,3 kg Bajari,21.0,Expense,Food & Beverage,11,23,2017
2017-11-23,1 lit ,69.0,Expense,Food & Beverage,11,23,2017
2017-11-20,milk 1lit ,70.0,Expense,Food & Beverage,11,20,2017
2017-11-19,1 Panipuri,20.0,Expense,Food & Beverage,11,19,2017
2017-11-19,2 Place 0 to Current Residence,30.0,Expense,Transport,11,19,2017
2017-11-19,2 Place 0 to Place 6 return,20.0,Expense,Transport,11,19,2017
2017-11-19,2 Current Residence to Place 0,30.0,Expense,Transport,11,19,2017
2017-11-19,2 PVR Place 6,436.0,Expense,Shopping & Lifestyle,11,19,2017
2017-11-18,Khobra + shengdana+ vim bar,242.0,Expense,Household,11,18,2017
2017-11-18,6 eggs,39.0,Expense,Food & Beverage,11,18,2017
2017-11-18,Marathon,950.0,Expense,Shopping & Lifestyle,11,18,2017
2017-11-18,1.5 lit milk ,104.0,Expense,Food & Beverage,11,18,2017
2017-11-17,Vanila family pack,105.0,Expense,Food & Beverage,11,17,2017
2017-11-17,Agarbatti 55 + dahi 25,80.0,Expense,Household,11,17,2017
2017-11-17,4 kg Gehu,28.0,Expense,Food & Beverage,11,17,2017
2017-11-16,1 lit ,70.0,Expense,Food & Beverage,11,16,2017
2017-11-15,Home Food Delivery,524.0,Expense,Food & Beverage,11,15,2017
2017-11-15,Toast 55 + Kisan Jam 85 + all out 75,209.0,Expense,Household,11,15,2017
2017-11-15,Photo paper print,45.0,Expense,Education,11,15,2017
2017-11-15,brown bread,25.0,Expense,Food & Beverage,11,15,2017
2017-11-15,Amul butter 52 + Good Day biscuits 43,95.0,Expense,Household,11,15,2017
2017-11-14,vegetables,160.0,Expense,Food & Beverage,11,14,2017
2017-11-13,Pani Puri packet + Bundi + chivda,180.0,Expense,Household,11,13,2017
2017-11-13,milk 1lit varna,70.0,Expense,Food & Beverage,11,13,2017
2017-11-13,onion 1 kg + half kg potato,50.0,Expense,Food & Beverage,11,13,2017
2017-11-13,Maggie + lizol,268.0,Expense,Household,11,13,2017
2017-11-13,Shev bhaji sev pav kg,60.0,Expense,Food & Beverage,11,13,2017
2017-12-11,2 Place 0 to Current Residence,30.0,Expense,Transport,12,11,2017
2017-12-11,At restaurant,1525.0,Expense,Food & Beverage,12,11,2017
2017-12-11,USB cord,130.0,Expense,Household,12,11,2017
2017-12-11,Screwdriver 2,120.0,Expense,Household,12,11,2017
2017-12-11,Shopping at Alfa,3690.0,Expense,Other,12,11,2017
2017-12-11,Place P station to Alfa market,34.0,Expense,Transport,12,11,2017
2017-12-11,Place 4 station to Place P return,30.0,Expense,Transport,12,11,2017
2017-12-11,Place 0 to Place P return,40.0,Expense,Transport,12,11,2017
2017-11-11,6 eggs,39.0,Expense,Food & Beverage,11,11,2017
2017-11-11,Half lit  milk,26.0,Expense,Food & Beverage,11,11,2017
2017-09-11,clothes ironing : Rs 6 per item,72.0,Expense,Shopping & Lifestyle,9,11,2017
2017-09-11,Colgate max fresh small,20.0,Expense,Household,9,11,2017
2017-09-11,Acne Star cream,100.0,Expense,Health & Grooming,9,11,2017
2017-09-11,Bhendi bhaji,40.0,Expense,Food & Beverage,9,11,2017
2017-09-11,1 lit ,70.0,Expense,Food & Beverage,9,11,2017
2017-08-11,1 kg apple,130.0,Expense,Food & Beverage,8,11,2017
2017-07-11,1 lit ,70.0,Expense,Food & Beverage,7,11,2017
2017-06-11,6 eggs,39.0,Expense,Food & Beverage,6,11,2017
2017-05-11,Place 0 to Current Residence,15.0,Expense,Transport,5,11,2017
2017-05-11,Current Residence - Tata Play recharge,200.0,Expense,Subscriptions & Utilities,5,11,2017
2017-02-11,2 pavwada,20.0,Expense,Food & Beverage,2,11,2017
2017-02-11,Dambar goli 2 packets ( Naphthalene balls),130.0,Expense,Other,2,11,2017
2017-01-11,Mobile Service Provider freedom pack,296.0,Expense,Subscriptions & Utilities,1,11,2017
2017-10-29,Mobile Service Provider freedom pack,296.0,Expense,Subscriptions & Utilities,10,29,2017
2017-10-29,Mobile Service Provider freedom pack,296.0,Expense,Subscriptions & Utilities,10,29,2017
2017-10-29,subscription 1yr,795.49,Expense,Subscriptions & Utilities,10,29,2017
2017-10-27,Permanent Residence to bus stand,40.0,Expense,Transport,10,27,2017
2017-10-26,within city,50.0,Expense,Transport,10,26,2017
2017-10-26,Offering,50.0,Expense,Family & Gifts,10,26,2017
2017-10-26,Offering,10.0,Expense,Family & Gifts,10,26,2017
2017-10-26,Offering,500.0,Expense,Family & Gifts,10,26,2017
2017-10-24,Mobile Service Provider freedom pack,296.0,Expense,Subscriptions & Utilities,10,24,2017
2017-10-24,Dahi,10.0,Expense,Food & Beverage,10,24,2017
2017-10-23,Shampoo sachets,9.0,Expense,Household,10,23,2017
2017-10-23,Slippers,220.0,Expense,Shopping & Lifestyle,10,23,2017
2017-10-23,Aakash kandil,200.0,Expense,Family & Gifts,10,23,2017
2017-10-23,Dettol liquid handwash refill,99.0,Expense,Household,10,23,2017
2017-10-23,flour mill,27.0,Expense,Household,10,23,2017
2017-10-23,Permanent Residence - Tata Play recharge,191.0,Expense,Subscriptions & Utilities,10,23,2017
2017-10-22,Current Residence to Place 1 bus stop highway,50.0,Expense,Transport,10,22,2017
2017-10-21,ipad cover + case,1888.0,Expense,Other,10,21,2017
2017-10-21,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33.0,Expense,Food & Beverage,10,21,2017
2017-10-20,farewell contribution,200.0,Expense,Family & Gifts,10,20,2017
2017-10-20,Rangoli + stamp,20.0,Expense,Family & Gifts,10,20,2017
2017-10-19,Gupta bhel,25.0,Expense,Food & Beverage,10,19,2017
2017-10-18,2 Place 2 to Place 3 : Sevagram express 3AC,1333.0,Expense,Transport,10,18,2017
2017-10-18,2 Place 3 to Place 2 : Amritsar express 3AC,1231.0,Expense,Transport,10,18,2017
2017-11-10,Place 2 to Place 3 sevagram,658.6,Expense,Transport,11,10,2017
2017-10-10,flour mill,14.0,Expense,Household,10,10,2017
2017-09-10,vegetables,280.0,Expense,Food & Beverage,9,10,2017
2017-09-10,1 Year Plan (40mbps + UL+ 3 Months Free),5640.0,Expense,Subscriptions & Utilities,9,10,2017
2017-08-10,For Friend,6500.0,Expense,Family & Gifts,8,10,2017
2017-08-10,Fab India,3198.0,Expense,Family & Gifts,8,10,2017
2017-05-10,account opening fee,200.0,Expense,Other,5,10,2017
2017-04-10,Boroline + band aid,50.0,Expense,Health & Grooming,4,10,2017
2017-02-10,Supermart,3055.0,Expense,Household,2,10,2017
2017-01-10,3 months subscription Mobile,149.0,Expense,Subscriptions & Utilities,1,10,2017
2017-09-30,Candid dusting powder,59.0,Expense,Health & Grooming,9,30,2017
2017-09-30,Supermart,155.0,Expense,Household,9,30,2017
2017-09-30,vegetables,135.0,Expense,Food & Beverage,9,30,2017
2017-09-30,vegetables,30.0,Expense,Food & Beverage,9,30,2017
2017-09-30,Cooktop installation+ base,600.0,Expense,Household,9,30,2017
2017-09-29,clothes ironing : Rs 6 per item,60.0,Expense,Shopping & Lifestyle,9,29,2017
2017-09-29,Gupta bhel,25.0,Expense,Food & Beverage,9,29,2017
2017-09-29,Vanila cup,10.0,Expense,Food & Beverage,9,29,2017
2017-09-29,3 tablet Nor tz,21.0,Expense,Health & Grooming,9,29,2017
2017-09-28,Current Residence - Tata Play recharge,215.0,Expense,Subscriptions & Utilities,9,28,2017
2017-09-28,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,Transport,9,28,2017
2017-09-27,farewell contribution,334.0,Expense,Family & Gifts,9,27,2017
2017-09-25,half kg chiku,30.0,Expense,Food & Beverage,9,25,2017
2017-09-25,Apple 2 kg (110) + Banana 1kg (80),300.0,Expense,Food & Beverage,9,25,2017
2017-09-24,2 Place 0 to Current Residence,30.0,Expense,Transport,9,24,2017
2017-09-24,Place 0 to WS return,10.0,Expense,Transport,9,24,2017
2017-09-24,2,560.0,Expense,Shopping & Lifestyle,9,24,2017
2017-09-24,Half kg pedhe,280.0,Expense,Food & Beverage,9,24,2017
2017-09-24,hair cut,100.0,Expense,Health & Grooming,9,24,2017
2017-09-23,Chicken masala gravy,100.0,Expense,Food & Beverage,9,23,2017
2017-09-21,Umbrella cover repair,10.0,Expense,Other,9,21,2017
2017-09-21,Place 0 to Current Residence,15.0,Expense,Transport,9,21,2017
2017-09-21,Vadapav,15.0,Expense,Food & Beverage,9,21,2017
2017-09-21,Place 0 to dadar return,30.0,Expense,Transport,9,21,2017
2017-09-20,Surgical gloves pair,20.0,Expense,Health & Grooming,9,20,2017
2017-09-20,CSR,100.0,Expense,Other,9,20,2017
2017-09-18,half kg chiku,60.0,Expense,Food & Beverage,9,18,2017
2017-09-18,Nariyal,55.0,Expense,Food & Beverage,9,18,2017
2017-09-17,Supermart,558.0,Expense,Household,9,17,2017
2017-09-17,1.5 lit milk ,99.0,Expense,Food & Beverage,9,17,2017
2017-09-15,Sugaran Kitchen,60.0,Expense,Food & Beverage,9,15,2017
2017-09-15,Nariyal,55.0,Expense,Food & Beverage,9,15,2017
2017-09-15,Doctor Fees,150.0,Expense,Health & Grooming,9,15,2017
