Date,Note,Amount,Cash Flow,Category,Month,Day,Year
2017-09-15,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,Transport,9,15,2017
2017-09-15,2 tea parcel,24.0,Expense,Food & Beverage,9,15,2017
2017-09-15,2 plates poha,50.0,Expense,Food & Beverage,9,15,2017
2017-09-15,milk 1lit ,66.0,Expense,Food & Beverage,9,15,2017
2017-09-14,Current Residence - Tata Play recharge,100.0,Expense,Subscriptions & Utilities,9,14,2017
2017-09-13,Sugaran Kitchen,110.0,Expense,Food & Beverage,9,13,2017
2017-12-09,milk 1lit ,66.0,Expense,Food & Beverage,12,9,2017
2017-11-09,Current Residence to Place 1 bus stop highway,60.0,Expense,Transport,11,9,2017
2017-11-09,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,Transport,11,9,2017
2017-11-09,vegetables,285.0,Expense,Food & Beverage,11,9,2017
2017-11-09,Local pass to Family,100.0,Expense,Transport,11,9,2017
2017-11-09,2 Current Residence to Place 0,30.0,Expense,Transport,11,9,2017
2017-11-09,Idli 4 pcs + kachori 4 pcs,93.0,Expense,Food & Beverage,11,9,2017
2017-10-09,Supermart,514.0,Expense,Household,10,9,2017
2017-09-09,V-wash,45.0,Expense,Health & Grooming,9,9,2017
2017-08-09,2 Place 1 to Place 2 - Novelty tour and travels,1440.0,Expense,Transport,8,9,2017
2017-08-09,M D sure 4kg atta,196.0,Expense,Food & Beverage,8,9,2017
2017-06-09,Pant chain repair,20.0,Expense,Other,6,9,2017
2017-06-09,Sweet bread cake 90 + veg puff 2,140.0,Expense,Food & Beverage,6,9,2017
2017-05-09,Print outs+ Xerox,50.0,Expense,Education,5,9,2017
2017-04-09,4 cups (2 Vanilla 2 tutifruity),40.0,Expense,Food & Beverage,4,9,2017
2017-03-09,clock cell,15.0,Expense,Other,3,9,2017
2017-01-09,milk 1lit ,66.0,Expense,Food & Beverage,1,9,2017
2017-08-31,Sms charges + GST,17.7,Expense,Other,8,31,2017
2017-08-31,Odonil,60.0,Expense,Household,8,31,2017
2017-08-31,Honey small bottle,10.0,Expense,Household,8,31,2017
2017-08-31,Janeyu,5.0,Expense,Household,8,31,2017
2017-08-31,Nariyal,25.0,Expense,Household,8,31,2017
2017-08-31,1.5 lit milk ,99.0,Expense,Food & Beverage,8,31,2017
2017-08-30,5 Meftal spas,22.0,Expense,Health & Grooming,8,30,2017
2017-08-29,Ola cab - Domestic airport T1 to Current Residence,640.0,Expense,Transport,8,29,2017
2017-08-28,Misc expense,200.0,Expense,Transport,8,28,2017
2017-08-28,2 chips packets,20.0,Expense,Food & Beverage,8,28,2017
2017-08-27,Misc expense,100.0,Expense,Transport,8,27,2017
2017-08-27,Vicks inhaler,59.0,Expense,Health & Grooming,8,27,2017
2017-08-27,market to resort,200.0,Expense,Transport,8,27,2017
2017-08-26,Parle G chota pack,5.0,Expense,Food & Beverage,8,26,2017
2017-08-25,strepsils 13 pills,39.0,Expense,Health & Grooming,8,25,2017
2017-08-24,Auto : Mahal to hotel,40.0,Expense,Transport,8,24,2017
2017-08-24,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325.0,Expense,Food & Beverage,8,24,2017
2017-08-24,2 Bedsheets (1500 each),3000.0,Expense,Household,8,24,2017
2017-08-24,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200.0,Expense,Shopping & Lifestyle,8,24,2017
2017-08-23,180 Chicken Sandwich + 120 vada pav & Samosa,300.0,Expense,Food & Beverage,8,23,2017
2017-08-23,Ola cab - Current Residence to Domestic airport T1,850.0,Expense,Transport,8,23,2017
2017-08-22,Mahanagar Gas connection installation,300.0,Expense,Household,8,22,2017
2017-08-21,Selfie stick Bluetooth tripod,280.0,Expense,Household,8,21,2017
2017-08-21,Shaving,50.0,Expense,Health & Grooming,8,21,2017
2017-08-21,1.5 kg onions,33.0,Expense,Food & Beverage,8,21,2017
2017-08-21,Lens cleaner,80.0,Expense,Health & Grooming,8,21,2017
2017-08-21,15 fevistick + 12 xerox2 & print2,27.0,Expense,Education,8,21,2017
2017-08-20,Baskin Robbins,166.0,Expense,Food & Beverage,8,20,2017
2017-08-20,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,Food & Beverage,8,20,2017
2017-08-20,BKC to kurla station,60.0,Expense,Transport,8,20,2017
2017-08-20,Ola cab - siddhivinayak to BKC,361.0,Expense,Transport,8,20,2017
2017-08-20,Dadar West to siddhivinayak,25.0,Expense,Transport,8,20,2017
2017-08-20,2 Place 0 to dadar return,60.0,Expense,Transport,8,20,2017
2017-08-20,2 Current Residence to Place 0,30.0,Expense,Transport,8,20,2017
2017-08-20,clothes ironing : Rs 6 per item,48.0,Expense,Shopping & Lifestyle,8,20,2017
2017-08-20,Mobile cover moto G5 plus,239.0,Expense,Other,8,20,2017
2017-08-20,Foldable wardrobe,569.0,Expense,Household,8,20,2017
2017-08-19,2 locks for bags,60.0,Expense,Household,8,19,2017
2017-08-19,Colgate max fresh small,20.0,Expense,Household,8,19,2017
2017-08-19,Dettol sanitizer,45.0,Expense,Household,8,19,2017
2017-08-19,Current Residence - Tata Play recharge,217.0,Expense,Subscriptions & Utilities,8,19,2017
2017-08-17,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,Household,8,17,2017
2017-08-17,2 Bhaji pav + 1 vadapav,45.0,Expense,Food & Beverage,8,17,2017
2017-08-15,Wifi Router TP link,1400.0,Expense,Household,8,15,2017
2017-08-15,1.5 lit milk ,99.0,Expense,Food & Beverage,8,15,2017
2017-08-14,Steam machine,320.0,Expense,Household,8,14,2017
2017-08-14,Biscuits+ onions,112.0,Expense,Household,8,14,2017
2017-12-08,Ganpati+ navratri vargani,800.0,Expense,Family & Gifts,12,8,2017
2017-12-08,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0,Expense,Transport,12,8,2017
2017-11-08,Rakshabandhan ovalini,500.0,Expense,Family & Gifts,11,8,2017
2017-11-08,2 CD to Place 1: shivshahi,470.0,Expense,Transport,11,8,2017
2017-11-08,within city,100.0,Expense,Transport,11,8,2017
2017-11-08,2 Place 1 to VN,330.0,Expense,Transport,11,8,2017
2017-11-08,Current Residence to Place 1 bus stop highway,60.0,Expense,Transport,11,8,2017
2017-10-08,Dahi (42) + Vanilla essance (34),76.0,Expense,Household,10,8,2017
2017-10-08,milk 1lit ,66.0,Expense,Food & Beverage,10,8,2017
2017-09-08,Dettol liquid handwash refill,218.0,Expense,Household,9,8,2017
2017-09-08,Move jel,125.0,Expense,Health & Grooming,9,8,2017
2017-08-08,Tours and Travel,43000.0,Expense,Transport,8,8,2017
2017-08-08,milk 1lit ,66.0,Expense,Food & Beverage,8,8,2017
2017-07-08,Half lit  milk,33.0,Expense,Food & Beverage,7,8,2017
2017-06-08,Vicks VapoRub,22.0,Expense,Health & Grooming,6,8,2017
2017-06-08,krack Jack biscuits,5.0,Expense,Food & Beverage,6,8,2017
2017-06-08,5 chapati,25.0,Expense,Food & Beverage,6,8,2017
2017-05-08,Purse on occasion of Rakshabandhan,909.0,Expense,Family & Gifts,5,8,2017
2017-05-08,Purse on occasion of Rakshabandhan,1145.0,Expense,Family & Gifts,5,8,2017
2017-05-08,Family's dresses,989.0,Expense,Shopping & Lifestyle,5,8,2017
2017-05-08,Cinarest,27.0,Expense,Health & Grooming,5,8,2017
2017-05-08,Change,100.0,Expense,Family & Gifts,5,8,2017
2017-05-08,Medical tests - Family,6190.0,Expense,Health & Grooming,5,8,2017
2017-04-08,Family Mobile Service Provider recharge,2999.0,Expense,Subscriptions & Utilities,4,8,2017
2017-04-08,milk 1lit ,68.0,Expense,Food & Beverage,4,8,2017
2017-02-08,Maggie 1 pck,14.0,Expense,Food & Beverage,2,8,2017
2017-02-08,milk 1lit ,66.0,Expense,Food & Beverage,2,8,2017
2017-01-08,Myntra - tshirt+ denim shorts,399.0,Expense,Shopping & Lifestyle,1,8,2017
2017-01-08,4 paracetamol tablets,10.0,Expense,Health & Grooming,1,8,2017
2017-07-31,Catering Service:Chicken masala (90)+2 chapati (10),100.0,Expense,Food & Beverage,7,31,2017
2017-07-31,ola auto - Current Residence to McD,65.0,Expense,Transport,7,31,2017
2017-07-31,4 eggs,22.0,Expense,Food & Beverage,7,31,2017
2017-07-30,Dahi 2 packets,20.0,Expense,Food & Beverage,7,30,2017
2017-07-30,2 Neeta travels : Place A to pune,895.0,Expense,Transport,7,30,2017
2017-07-30,Laptop repair,1000.0,Expense,Household,7,30,2017
2017-07-30,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,Household,7,30,2017
2017-07-30,Chicken roll kasha,100.0,Expense,Food & Beverage,7,30,2017
2017-07-30,Place 0 to Place 4 return,20.0,Expense,Transport,7,30,2017
2017-07-29,milk 1lit ,64.0,Expense,Food & Beverage,7,29,2017
2017-07-29,Hospital consultation,556.0,Expense,Health & Grooming,7,29,2017
2017-07-29,ola auto - Current Residence to hospital Place 6,97.0,Expense,Transport,7,29,2017
2017-07-28,2 Place 0 to Current Residence,30.0,Expense,Transport,7,28,2017
2017-07-28,Hospital consultation,167.0,Expense,Health & Grooming,7,28,2017
2017-07-28,Hospital consultation,3050.0,Expense,Health & Grooming,7,28,2017
2017-07-28,2 Place 0 to Place 6 return,20.0,Expense,Transport,7,28,2017
2017-07-28,2 Current Residence to Place 0,30.0,Expense,Transport,7,28,2017
2017-07-27,Non veg overloaded pizza,215.0,Expense,Food & Beverage,7,27,2017
2017-07-27,Chicken lollypop 4 pcs,203.0,Expense,Food & Beverage,7,27,2017
2017-07-27,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,Household,7,27,2017
2017-07-25,Tours and Travel,20000.0,Expense,Transport,7,25,2017
2017-07-24,Garlic bread + periperi masala fries,248.0,Expense,Food & Beverage,7,24,2017
2017-07-24,4 eggs,22.0,Expense,Food & Beverage,7,24,2017
2017-07-24,milk 1lit ,64.0,Expense,Food & Beverage,7,24,2017
2017-07-23,For tata sky installation (100 rs given by Family ),200.0,Expense,Household,7,23,2017
2017-07-23,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,Household,7,23,2017
2017-07-23,Amul butter,52.0,Expense,Food & Beverage,7,23,2017
2017-07-22,milk 1lit ,64.0,Expense,Food & Beverage,7,22,2017
2017-07-21,CA  - income tax filing,1000.0,Expense,Other,7,21,2017
2017-07-21,Half lit  milk,33.0,Expense,Food & Beverage,7,21,2017
2017-07-20,Puri packet of 50 pcs,50.0,Expense,Food & Beverage,7,20,2017
2017-07-20,Annual recharge,2545.0,Expense,Subscriptions & Utilities,7,20,2017
2017-07-20,Half lit  milk,32.0,Expense,Food & Beverage,7,20,2017
2017-07-19,4 eggs,22.0,Expense,Food & Beverage,7,19,2017
2017-07-19,Half lit  milk,32.0,Expense,Food & Beverage,7,19,2017
2017-07-18,Thumbs up 250ml,20.0,Expense,Food & Beverage,7,18,2017
2017-07-18,5 litres can,70.0,Expense,Food & Beverage,7,18,2017
2017-07-18,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,Food & Beverage,7,18,2017
2017-07-18,potato 1kg,35.0,Expense,Food & Beverage,7,18,2017
2017-07-18,Pakad,240.0,Expense,Household,7,18,2017
2017-07-18,Umbrella,540.0,Expense,Household,7,18,2017
2017-07-18,onion 2.5 kg,55.0,Expense,Food & Beverage,7,18,2017
2017-07-17,2 Place 0 to Current Residence,30.0,Expense,Transport,7,17,2017
2017-07-17,9 clothes ironing,63.0,Expense,Shopping & Lifestyle,7,17,2017
2017-07-17,Lemon tea,60.0,Expense,Food & Beverage,7,17,2017
2017-07-17,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,Food & Beverage,7,17,2017
2017-07-17,2 Place 0 to TB returns,40.0,Expense,Transport,7,17,2017
2017-07-15,Gupta bhel,25.0,Expense,Food & Beverage,7,15,2017
2017-07-15,Half lit  milk,32.0,Expense,Food & Beverage,7,15,2017
2017-07-14,chocobar,15.0,Expense,Food & Beverage,7,14,2017
2017-12-07,farewell contribution,500.0,Expense,Family & Gifts,12,7,2017
2017-12-07,milk 1lit ,64.0,Expense,Food & Beverage,12,7,2017
2017-11-07,chocobar,15.0,Expense,Food & Beverage,11,7,2017
2017-11-07,Black Ball pen,10.0,Expense,Education,11,7,2017
2017-10-07,2 packets,50.0,Expense,Food & Beverage,10,7,2017
2017-09-07,sugarcane juice,20.0,Expense,Food & Beverage,9,7,2017
2017-09-07,Vadapav,20.0,Expense,Food & Beverage,9,7,2017
2017-09-07,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,Transport,9,7,2017
2017-09-07,2 Place 0 to Place 3 returns,80.0,Expense,Transport,9,7,2017
2017-09-07,2 Current Residence to Place 0,30.0,Expense,Transport,9,7,2017
2017-08-07,Pizza base packet - Patil dairy,30.0,Expense,Food & Beverage,8,7,2017
2017-08-07,4 eggs,26.0,Expense,Food & Beverage,8,7,2017
2017-08-07,milk 1lit ,64.0,Expense,Food & Beverage,8,7,2017
2017-05-07,Paneer mutter Rs.90+ 5 chapati Rs.25,115.0,Expense,Food & Beverage,5,7,2017
2017-05-07,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,Expense,Food & Beverage,5,7,2017
2017-05-07,veg fried rice 1 full,180.0,Expense,Food & Beverage,5,7,2017
2017-05-07,Catering Service (1 bhaji 30 + 3 chapti 15),45.0,Expense,Food & Beverage,5,7,2017
2017-04-07,Dalich peeth pav kg,25.0,Expense,Food & Beverage,4,7,2017
2017-04-07,Place 1 bridge to Current Residence 2 seats,60.0,Expense,Transport,4,7,2017
2017-04-07,milk 1lit ,64.0,Expense,Food & Beverage,4,7,2017
2017-03-07,Devi Temple,5.0,Expense,Other,3,7,2017
2017-02-07,7 mava kulfie,140.0,Expense,Food & Beverage,2,7,2017
2017-01-07,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0,Expense,Transport,1,7,2017
2017-06-30,Forrest essential perfume,4800.0,Expense,Family & Gifts,6,30,2017
2017-06-29,Shaving,60.0,Expense,Health & Grooming,6,29,2017
2017-06-29,Place 2 station to hospital 2 seat,50.0,Expense,Transport,6,29,2017
2017-06-28,2 Place 0 to tilaknagar single side,30.0,Expense,Transport,6,28,2017
2017-06-28,2 Current Residence to Place 0,30.0,Expense,Transport,6,28,2017
2017-06-28,Chicken lollypop 4 pcs,186.5,Expense,Food & Beverage,6,28,2017
2017-06-28,5rs mirchi + crack-jack,15.0,Expense,Food & Beverage,6,28,2017
2017-06-28,House Cleaning + washing utensils,2000.0,Expense,Household,6,28,2017
2017-06-27,Cough-sills 4 pcs,12.0,Expense,Health & Grooming,6,27,2017
2017-06-26,2 kachori,24.0,Expense,Food & Beverage,6,26,2017
2017-06-26,Dahi 2 packets,20.0,Expense,Food & Beverage,6,26,2017
2017-06-26,milk 1lit ,64.0,Expense,Food & Beverage,6,26,2017
2017-06-25,Place 0 to WS return,10.0,Expense,Transport,6,25,2017
2017-06-24,milk 1lit ,64.0,Expense,Food & Beverage,6,24,2017
2017-06-23,Shengdane pav kg,35.0,Expense,Food & Beverage,6,23,2017
2017-06-23,Credit Card fee,590.0,Expense,Other,6,23,2017
2017-06-22,milk 1lit ,64.0,Expense,Food & Beverage,6,22,2017
2017-06-22,Forrest essential after shave,1595.0,Expense,Family & Gifts,6,22,2017
2017-06-22,Taco Bell veg combo,261.0,Expense,Food & Beverage,6,22,2017
2017-06-22,2 Place 0 to WS returns,20.0,Expense,Transport,6,22,2017
2017-06-22,2 Current Residence to Place 0,30.0,Expense,Transport,6,22,2017
2017-06-20,Cupcake mould,250.0,Expense,Family & Gifts,6,20,2017
2017-06-19,Shev bhaji sev pav kg,60.0,Expense,Food & Beverage,6,19,2017
2017-06-19,M D sure 3kg atta,141.0,Expense,Food & Beverage,6,19,2017
2017-06-19,Amul malai paneer pav kg,80.0,Expense,Food & Beverage,6,19,2017
2017-06-19,Bread,18.0,Expense,Food & Beverage,6,19,2017
2017-06-19,milk 1lit ,64.0,Expense,Food & Beverage,6,19,2017
2017-06-18,H to kala circle,12.0,Expense,Transport,6,18,2017
2017-06-18,Kala circle to H,15.0,Expense,Transport,6,18,2017
2017-06-17,milk 1lit ,64.0,Expense,Food & Beverage,6,17,2017
2017-06-16,Jeff kellar's winning attitude,137.0,Expense,Family & Gifts,6,16,2017
2017-06-16,milk 1lit ,64.0,Expense,Food & Beverage,6,16,2017
2017-06-15,Courier,50.0,Expense,Other,6,15,2017
2017-06-15,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,Education,6,15,2017
2017-06-13,milk 1lit ,64.0,Expense,Food & Beverage,6,13,2017
2017-11-06,hair cut,100.0,Expense,Health & Grooming,11,6,2017
2017-11-06,milk 1lit ,64.0,Expense,Food & Beverage,11,6,2017
2017-10-06,Covaxin booster dose,386.0,Expense,Health & Grooming,10,6,2017
2017-10-06,2 Kushinagar express (LTT to Place 2),501.0,Expense,Transport,10,6,2017
2017-10-06,TOI,170.0,Expense,Subscriptions & Utilities,10,6,2017
2017-08-06,2 Place 0 to Current Residence,30.0,Expense,Transport,8,6,2017
2017-08-06,2 Current Residence to Place 0,30.0,Expense,Transport,8,6,2017
2017-08-06,2 tickets - Cinepolis 4DX 3D,760.0,Expense,Shopping & Lifestyle,8,6,2017
2017-08-06,Bread,35.0,Expense,Food & Beverage,8,6,2017
2017-08-06,milk 1lit ,64.0,Expense,Food & Beverage,8,6,2017
2017-08-06,6 pcs,35.0,Expense,Food & Beverage,8,6,2017
2017-07-06,Sanjori mould,26.0,Expense,Household,7,6,2017
2017-06-06,Print out,3.0,Expense,Education,6,6,2017
2017-06-06,2 Veg puff,40.0,Expense,Food & Beverage,6,6,2017
2017-06-06,milk 1lit ,64.0,Expense,Food & Beverage,6,6,2017
2017-05-06,Chicken Biryani 120+ dal rice 60,180.0,Expense,Food & Beverage,5,6,2017
2017-05-06,2 Cadbury dairy milk,20.0,Expense,Food & Beverage,5,6,2017
2017-05-06,3 Sinarest,18.0,Expense,Health & Grooming,5,6,2017
2017-05-06,Sofy antibacterial,190.0,Expense,Health & Grooming,5,6,2017
2017-04-06,Pav kg Simla mirch 20 + Hari mirch 5,25.0,Expense,Food & Beverage,4,6,2017
2017-04-06,milk 1lit ,64.0,Expense,Food & Beverage,4,6,2017
2017-03-06,sugarcane juice,20.0,Expense,Food & Beverage,3,6,2017
2017-03-06,Supermart,267.0,Expense,Household,3,6,2017
2017-03-06,Non veg overloaded pizza,242.95,Expense,Food & Beverage,3,6,2017
2017-02-06,Vadapav,20.0,Expense,Food & Beverage,2,6,2017
2017-02-06,M D sure 3kg atta,141.0,Expense,Food & Beverage,2,6,2017
2017-01-06,2 kachori,24.0,Expense,Food & Beverage,1,6,2017
2017-01-06,milk 1lit ,65.0,Expense,Food & Beverage,1,6,2017
2017-05-31,undergarments pair of Jockey,655.0,Expense,Shopping & Lifestyle,5,31,2017
2017-05-30,5 chapati,25.0,Expense,Food & Beverage,5,30,2017
2017-05-30,2 Place 0 to Current Residence,30.0,Expense,Transport,5,30,2017
2017-05-30,Slice + Pepsi,40.0,Expense,Food & Beverage,5,30,2017
2017-05-30,2 veg Frankie,120.0,Expense,Food & Beverage,5,30,2017
2017-05-30,Crockery,275.0,Expense,Household,5,30,2017
2017-05-30,2 tea,34.0,Expense,Food & Beverage,5,30,2017
2017-05-30,2 Place 0 to Place P return,80.0,Expense,Transport,5,30,2017
2017-05-30,2 Current Residence to Place 0,30.0,Expense,Transport,5,30,2017
2017-05-29,Half kg potato + half kg banana,35.0,Expense,Food & Beverage,5,29,2017
2017-05-29,Xerox,30.0,Expense,Education,5,29,2017
2017-05-29,milk 1lit ,64.0,Expense,Food & Beverage,5,29,2017
2017-05-28,2 kachori,24.0,Expense,Food & Beverage,5,28,2017
2017-05-28,Mango 1 kg,140.0,Expense,Food & Beverage,5,28,2017
2017-05-28,Medu vada 1 plate + dal vada 1,70.0,Expense,Food & Beverage,5,28,2017
2017-05-27,milk 1lit ,64.0,Expense,Food & Beverage,5,27,2017
2017-05-27,Print outs+ Xerox,20.0,Expense,Education,5,27,2017
2017-05-27,Pav kg tomato,20.0,Expense,Food & Beverage,5,27,2017
2017-05-25,Ragda Puri,30.0,Expense,Food & Beverage,5,25,2017
2017-05-25,Place 0 to Vikhroli single,15.0,Expense,Transport,5,25,2017
2017-05-24,Samosa pav @ kurla,15.0,Expense,Food & Beverage,5,24,2017
2017-05-24,Place 0 to Vikhroli return,30.0,Expense,Transport,5,24,2017
2017-05-24,milk 1lit ,64.0,Expense,Food & Beverage,5,24,2017
2017-05-23,Gupta bhel,25.0,Expense,Food & Beverage,5,23,2017
2017-05-23,Rasna orange,46.0,Expense,Household,5,23,2017
2017-05-23,White board pen 25 + duster 50,75.0,Expense,Education,5,23,2017
2017-05-22,M D sure 2kg atta,88.0,Expense,Food & Beverage,5,22,2017
2017-05-22,3 pin Holder,50.0,Expense,Household,5,22,2017
2017-05-22,Coke 750ml,40.0,Expense,Food & Beverage,5,22,2017
2017-05-22,sugarcane juice,15.0,Expense,Food & Beverage,5,22,2017
2017-05-21,2 Place 0 to Place 4 return,30.0,Expense,Transport,5,21,2017
2017-05-21,2 Current Residence to Place 0,30.0,Expense,Transport,5,21,2017
2017-05-21,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,Food & Beverage,5,21,2017
2017-05-21,Decathlon to station,20.0,Expense,Transport,5,21,2017
2017-05-21,Monthly recharge,261.0,Expense,Subscriptions & Utilities,5,21,2017
2017-05-18,pav bhaji + 5 pav extra,219.0,Expense,Food & Beverage,5,18,2017
2017-05-18,Bhai poli,45.0,Expense,Food & Beverage,5,18,2017
2017-05-18,Poha,25.0,Expense,Food & Beverage,5,18,2017
2017-05-18,Shaving,50.0,Expense,Health & Grooming,5,18,2017
2017-05-18,milk 1lit ,64.0,Expense,Food & Beverage,5,18,2017
2017-05-17,Vanila family pack,99.0,Expense,Food & Beverage,5,17,2017
2017-05-17,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,Food & Beverage,5,17,2017
2017-05-16,Razor Blade,247.0,Expense,Health & Grooming,5,16,2017
2017-05-16,Non veg combo meal,234.0,Expense,Food & Beverage,5,16,2017
2017-05-15,March 210 + April 170,380.0,Expense,Subscriptions & Utilities,5,15,2017
2017-05-15,Veg cheese grill sandwich,100.0,Expense,Food & Beverage,5,15,2017
2017-05-15,Poha 25+ tea 10,35.0,Expense,Food & Beverage,5,15,2017
2017-05-14,Shev bhaji sev,50.0,Expense,Household,5,14,2017
2017-05-14,Non veg overloaded pizza,242.0,Expense,Food & Beverage,5,14,2017
2017-05-13,Non veg overloaded pizza,242.0,Expense,Food & Beverage,5,13,2017
2017-05-13,4 chapati,20.0,Expense,Food & Beverage,5,13,2017
2017-05-13,Medu vada 1 plate,35.0,Expense,Food & Beverage,5,13,2017
2017-12-05,4 chapati,20.0,Expense,Food & Beverage,12,5,2017
2017-11-05,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,Food & Beverage,11,5,2017
2017-11-05,Body hair removal cream,318.0,Expense,Health & Grooming,11,5,2017
2017-10-05,Courier,100.0,Expense,Education,10,5,2017
2017-10-05,Xerox,12.0,Expense,Education,10,5,2017
2017-10-05,2 envelope,24.0,Expense,Education,10,5,2017
2017-10-05,4 chapati,20.0,Expense,Food & Beverage,10,5,2017
2017-10-05,Sweet bread cake 85 + veg puff 2,125.0,Expense,Food & Beverage,10,5,2017
2017-10-05,Dudhi 30 + 3 chapati,45.0,Expense,Food & Beverage,10,5,2017
2017-10-05,Tea + 2 kachori,34.0,Expense,Food & Beverage,10,5,2017
2017-09-05,Cornetto butterscotch,40.0,Expense,Food & Beverage,9,5,2017
2017-09-05,4 chapati,20.0,Expense,Food & Beverage,9,5,2017
2017-09-05,Chana masala 30 + 3 chapati,45.0,Expense,Food & Beverage,9,5,2017
2017-08-05,Egg fry + chicken lollypop,191.0,Expense,Food & Beverage,8,5,2017
2017-08-05,Poha 25+ tea 10,35.0,Expense,Food & Beverage,8,5,2017
2017-07-05,Aloo mutter sabji,30.0,Expense,Food & Beverage,7,5,2017
2017-07-05,Chicken manchow soup,98.0,Expense,Food & Beverage,7,5,2017
2017-07-05,No daily limit plan ( 25 GB 30 days),296.0,Expense,Subscriptions & Utilities,7,5,2017
2017-07-05,Double omlet pav + tea,45.0,Expense,Food & Beverage,7,5,2017
2017-06-05,5 chapati,25.0,Expense,Food & Beverage,6,5,2017
2017-06-05,Veg puff,20.0,Expense,Food & Beverage,6,5,2017
2017-06-05,Paneer masala + hara bhara kabab 6 pcs,330.0,Expense,Food & Beverage,6,5,2017
2017-05-05,Bhendi masala 30 + 3 chapati,45.0,Expense,Food & Beverage,5,5,2017
2017-05-05,sugarcane juice,20.0,Expense,Food & Beverage,5,5,2017
2017-05-05,Bread,33.0,Expense,Food & Beverage,5,5,2017
2017-04-05,No daily limit plan ( 25 GB 30 days),296.0,Expense,Subscriptions & Utilities,4,5,2017
2017-03-05,Place 0 to Current Residence,15.0,Expense,Transport,3,5,2017
2017-03-05,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,Transport,3,5,2017
2017-03-05,2 Current Residence to Place 0,30.0,Expense,Transport,3,5,2017
2017-03-05,Place 0 to Place 6 return,10.0,Expense,Transport,3,5,2017
2017-03-05,Gas stove elica 3 burner,8825.0,Expense,Household,3,5,2017
2017-03-05,Decathlon shoes,1811.0,Expense,Family & Gifts,3,5,2017
2017-03-05,Place 3 to Place 2 sevagram,1100.0,Expense,Transport,3,5,2017
2017-02-05,Q-dee strip,40.0,Expense,Health & Grooming,2,5,2017
2017-02-05,Puma Troy mu running shoes,2421.0,Expense,Shopping & Lifestyle,2,5,2017
2017-02-05,2 cups,20.0,Expense,Food & Beverage,2,5,2017
2017-02-05,milk 1lit ,64.0,Expense,Food & Beverage,2,5,2017
2017-01-05,2 Fried rice,321.0,Expense,Food & Beverage,1,5,2017
2017-01-05,2 Place 0 to Current Residence,30.0,Expense,Transport,1,5,2017
2017-01-05,2 Place 0 to WS single,10.0,Expense,Transport,1,5,2017
2017-01-05,2 Current Residence to Place 0,30.0,Expense,Transport,1,5,2017
2017-01-05,Shorts for Family,399.0,Expense,Shopping & Lifestyle,1,5,2017
2017-01-05,H&M Tshirt for Family,599.0,Expense,Shopping & Lifestyle,1,5,2017
2017-01-05,To savings account,100.0,Expense,Other,1,5,2017
2017-01-05,M D sure 1kg atta,47.0,Expense,Food & Beverage,1,5,2017
2017-04-30,chocobar,10.0,Expense,Food & Beverage,4,30,2017
2017-04-30,2 Place 0 to Current Residence,30.0,Expense,Transport,4,30,2017
2017-04-30,6 bananas,25.0,Expense,Food & Beverage,4,30,2017
2017-04-30,Chicken lollypop 8 pcs,221.0,Expense,Food & Beverage,4,30,2017
2017-04-30,2 Pani Puri+ 1 samosa chat,110.0,Expense,Food & Beverage,4,30,2017
2017-04-30,Chota bread,17.0,Expense,Food & Beverage,4,30,2017
2017-04-30,milk 1lit ,64.0,Expense,Food & Beverage,4,30,2017
2017-04-28,Cup of butterscotch (20) + chocobar (10),30.0,Expense,Food & Beverage,4,28,2017
2017-04-28,1 month subscription,149.0,Expense,Subscriptions & Utilities,4,28,2017
2017-04-27,milk 1lit ,64.0,Expense,Food & Beverage,4,27,2017
2017-04-26,farewell contribution,385.0,Expense,Family & Gifts,4,26,2017
2017-04-25,2 kachori,24.0,Expense,Food & Beverage,4,25,2017
2017-04-25,Place 6 station to college,10.0,Expense,Transport,4,25,2017
